ID	Tweet	Affect Dimension	Intensity Class
2018-Es-05473	@FABIOLAROJASV Por todo, me tienen mamao, me sabe a cacho viejo Venezuela 	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-06214	@Sebass_Psi Porque soy una persona responsable, adulta, independiente, depresiva y con ganas d emorir.	valence	-3: se infiere un estado emocional muy negativo
2018-Es-00573	Tremendo sueño tenngo	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-03876	@SonyMusicLatin @PrinceRoyce @FarrukoOfficial Yeeah, Congrats baby! 😱🎉🎉🙌🙌 La espera del video valió la pena! Hiciste un excelente trabajo! 😍	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-02705	Por 10 minutos pensé que mi perro se perdió o cayó por el balcón... Fueron los peores minutos de mi vida.	valence	-3: se infiere un estado emocional muy negativo
2018-Es-01110	*Nunca tuviste tu corazón con las iniciales tuyas y de un muchacho ? -Nonon, me mataba!  *En serio me decís?  -Si obvio!  Lo más grasa	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-00732	@AzulRosito Ya lose,pero es tan lindo,y encima negrito,voy a llorar 😢	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-02691	Que la depresión no sea solamente un tema de interés cuando muera un famoso. Hablemos y escuchemos al resto, es necesario.	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-01071	porque será que no le creo una mierda a nadie soy tan desconfiada que ni en mi sombra confío.  Una mierda ser así	valence	-3: se infiere un estado emocional muy negativo
2018-Es-03339	@CarlosDonoso @AlfredoVallejos @flor_azul_64 Yo estoy pobre :(. 	valence	-3: se infiere un estado emocional muy negativo
2018-Es-01139	@IvanovickAG Yo también, super más joven que tú 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-06243	—Feliz día de la amistad, mí estúpida. @H0LYEMMS	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-01008	Tendría que pensar que me está pasando pero, es que estoy cansado de pensar.	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-00391	Cualquier madre o padre sabe que lo mejor para que un hijo haga lo que quieres es decirles justamente lo contrario... #ironía	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-05146	Ansiosa y estresada estoy y no tengo tiempo para nada... pero bueno, esta ha sido mi pequeña reflexión de hoy😊 (tmb es xq me estoy leyendo +	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-03992	@CaritoAM2 @Miguellcv_17 @LDSAlvaro Totalmente cierto! Hay mucho hincha pesimista por ahí, hay que seguir creyendo #YoCreoEnNacional 💚👋	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-06507	@Genesisca7 En serio? Es bien sencillo hacerlo 	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-02573	Por qué soy tan minitahhhhh 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-06905	Yo si que soy afortunada de las amigas que tengo, HAY QUE AGUANTARME A MI E.	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-04637	@SimbaRella40710 Jajaja nono ,solo que asi es mejor porque no se repiten 	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-05181	lo peor es que estaba cantando re emocionada y se me re cambio la voz de tristeza JAJAJA	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-01459	Estoy muy orgulloso, saben.	valence	3: se infiere un estado emocional muy positivo
2018-Es-05948	Ah borrarse del mapa😪 cansado de lo mismo, entero solo en esta vida✌ :(	valence	-3: se infiere un estado emocional muy negativo
2018-Es-00502	SIGO LLORANDO SANGRE POR EL SUICIDIO DE CHESTER!!!! WEY!!!!! NO PUEDO!!! ;;	valence	-3: se infiere un estado emocional muy negativo
2018-Es-02368	si no me sigues pa q cotilleasssssss q pesadez	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-05921	estoy sintiendo puntadas en el ojo y lei q  era pq mi alma gemela esta llorando 😍😍	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-01692	La primera act en Derecho fue imaginar una soc sin Estado. La profesora ya va a conocer mi lado anarco 🙈 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-06717	Todavía tengo amigos que me quieren como soy.  ¡Feliz día del amigo!	valence	3: se infiere un estado emocional muy positivo
2018-Es-01288	@aguschimpf Upa, tremendo salto del gueymallen triple blanco a un Starbucks	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-05037	Hoy ceno café, amargo y solitario café.	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-01568	No tengas un cuerpo delgado, ten uno fuerte, rápido, ágil y en forma.	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-04457	no tienen una idea de lo orgullosa q estoy de guanlin	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-00185	Que bien me hace hablar con gente que siempre estuvo y está conmigo a pesar de todo 😌👏🏻	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-02791	@D99Radio @enjambremx @enjambremx @D99Radio Samantha Sofía Elizondo Gzz 👉👈 😅 😅😅 #SiTePreguntanSoloD99	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-01056	@armymxvotes @BTS_twt En el momento es emocionante pero despues no puedo ni ir al baño sola #BTS #ARMY #KCAMexico	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-00456	@Aleprezav Qué? Acaso me ves entretenida? 🤦🏻‍♀️	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-03875	@ViviendodelasP un cago de risa esa escena. tambien la de burbage con molly y cuando agnes recibe a marlowe.	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-04511	Que buena onda verle sonreír a alguien cuando te saluda, tipo que te transmite la alegria.	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-05896	@Oskhar111099 Donde estaba independiente es lo que te digo!!! Cómo jugaba, eran horrible, este es el mejor independiente de los últimos años	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-02330	Estoy de suerte este otoño. ¡Se llevan los puntinos blancos sobre fondo negro!😍 Hoy añadí a mi colección un pantalón y un cinturón. #Feliz🙆	valence	3: se infiere un estado emocional muy positivo
2018-Es-03616	Estoy orgulloso de quererte romper la cabeza contra la pared	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-01721	Cansada de fracasar😂	valence	-3: se infiere un estado emocional muy negativo
2018-Es-06746	Me rechoca este wey 😠	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-06942	A @joseolivaresm le deben de estar pagando un billete por dejar en un calabozo a su hermano (hashtag #sarcasmo, pa los tapaos).	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-04514	Cuando tembló lo que recuerdo es que  estaba en el metro, mis amigos y yo nos tomamos de los brazos 💜 si eso no es amistad no se que es 😢	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-05759	#Irónico cómo las enfermeras quirúrgicas son amor y amabilidad, mientras que las de piso son odio y amargura 🙄	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-01435	#FrotaLaLamparaAS definitivo este tipo Suro es cero aporte y jura que es chistoso y hay que decirlo no lo es!	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-02569	"Aries, entre menos en serio te tomes el amor mejor te irá" 😂	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-02503	@juanxiomiguel @Pajaropolitico Así es. Grave error.	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-01097	lo mas gracioso es q es verdad, hace 2 años no me cagaba tanto de frio	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-02443	@Lupitaaa27 @SofiaHdz1724 Jajaja i was a little but eres mi amiga no me enojo para siempre 🙄🌚	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-04115	Si me hablan no me enojo eh	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-05609	No me puedo despertar tan chistosa porque le amargo el dia al pobre @richarddigo	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-04815	El viernes se viene el frío con lluvia. Ya era necesario, ese clima me pone de buenas y cero amargado. 😀	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-03495	No consigo recordar si era en #Barcelona donde tuvieron que poner cámaras para evitar violencia desproporcionada de los Mossos #Ironía	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-06771	Nunca me a gustado ser amargado	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-01519	Y yo pensé q una estrella fugaz era una estrella muy bonita q tenía miedo de brillar, y huir lo más lejos posible. Un poco como tú, como yo.	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-01330	@mariobautista_ Ya me imagino la carita de felicidad de estrellita al verte ❤️ eres una persona increíble nunca cambies ❤️	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-05484	@laresolana ya quiero que empiece!!! Y mañana no me podré levantar 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-01465	@yosoylopeor Pusiste azucar amargo?	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-06236	@manuelrosalesg Verdad ? Te creemos ? Tu huiste como lo q eres un traidor y cobarde, después negociaste tu salida con esas ratas del  Psuv	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-05762	Por ser Familiar de un corrupto, ladrón y asesino del gobierno, tengo que jalarle bolas y defenderlo? Eso si es Tener dignidad! #sarcasmo	valence	-3: se infiere un estado emocional muy negativo
2018-Es-06620	@RamaPorchietti Feliz día amigo. Tkm	valence	3: se infiere un estado emocional muy positivo
2018-Es-02765	Le estaba por mandar un msj y me acordé que estaba enojada	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-03862	Y dale con el #miedo ! Que no! Que es cosa de #amor !!!! #Cristovive	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-00454	daa en serio se van a poner a subir fotos con todos sus amigos? es más divertido ver un documental de como crece el pasto	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-03284	Que bronca cuando te hablan pero despues no te responden! 😡	valence	-3: se infiere un estado emocional muy negativo
2018-Es-06686	@cordobatami15 @cande_meirinio Jajajaja atr 	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-03003	@mauqxeen 300€ environ 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-05490	@ObservadBinario Es preferible salir por Cúcuta. Por Maicao es demasiado peligroso	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-03881	3.1415. No pero sí me caes bien 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-01946	Es muy democrático increpar, señalar e insultar a quien no piensa como tú. #3Oct #Ironía	valence	-3: se infiere un estado emocional muy negativo
2018-Es-02317	@sophiareyest Asi son las Zorras ... 😂	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-03783	Es normal que me sienta tan emocionado🙈	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-00284	@JPAlvarezGuedea @clubleonfc @VivoEnLeon @LeonesEsmeralda @fitopons3 QUE HORROR DE PLAYERAS!	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-02068	@CheFulana Sale un pati rabioso?  Ajaja	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-06369	@PaoDEdwards Te aviso pues, lo más probable que un viernes de 4-6 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-00317	@FlorRatisconi Si la alegría es eso. :(	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-02565	Ya puse mis mejores canciones para esta etapa de enojo pasarla bien chingona	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-02951	❤️✌🏾Ya somos 400 Seguidoresss✌🏾❤️ #gracias #Feliz #FelizLunes #LunesDeGanarSeguidores #SIGUEMEYTESIGO #SiguemeYTeSigoDeVuelta #Rt	valence	3: se infiere un estado emocional muy positivo
2018-Es-02275	@DebRyanShow no sé si me debería de dar pena o alegría de que ha sido de puro #Rayito	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-01314	es que archie colega sólo tienes músculos y judhead mira en serio ojalá te hubieran matado a ti y no a jason	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-00373	Con esos ojos, esa boca, la manera de caminar. Además, no es tu peo. Eso es lo que pienso, y en realidad hago tipo 😊	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-05225	@allisonlopez_ @aramirodriguez @rociomeza_ Ah ya, nosotros fuimos su diversión y ahora quieren salir sin nosotros? Ok Marta	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-04939	-Su mochihermano es consumido por la oscuridad.-	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-03922	@ydiehfuentes Ya porque saliste el fds 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-05886	No me convenció nadie, me convenció tu sonrisa 🎵	valence	2: se infiere un estado emocional moderadamente positivo
